(-0.3502724000, 1.1860440000, 0.4905608000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:20 AM
(-0.3457128000, 1.1852320000, 0.4827801000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:20 AM
(-0.3425319000, 1.1852340000, 0.4754736000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:20 AM
(-0.3403018000, 1.1851890000, 0.4666073000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3401411000, 1.1845460000, 0.4563023000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3416653000, 1.1846440000, 0.4499396000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3434870000, 1.1854930000, 0.4450203000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3459405000, 1.1866590000, 0.4412316000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3494140000, 1.1892900000, 0.4365021000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3509843000, 1.1898280000, 0.4340508000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3519267000, 1.1898730000, 0.4311621000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3522415000, 1.1894760000, 0.4273170000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3529913000, 1.1886040000, 0.4221850000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3536063000, 1.1876140000, 0.4199019000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3555602000, 1.1883550000, 0.4180581000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3571331000, 1.1896210000, 0.4194489000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3595758000, 1.1922920000, 0.4247520000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3622883000, 1.1956440000, 0.4343502000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3703200000, 1.2014130000, 0.4585771000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3801908000, 1.2064610000, 0.4806838000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.3906930000, 1.2083050000, 0.4975499000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:21 AM
(-0.4055856000, 1.2046660000, 0.5078848000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4191674000, 1.1997720000, 0.5056164000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4444376000, 1.1989990000, 0.4860392000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4496936000, 1.1996160000, 0.4834259000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4526771000, 1.1988510000, 0.4837196000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4519393000, 1.1989240000, 0.4868242000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4510958000, 1.1979950000, 0.4892207000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4500473000, 1.1970870000, 0.4915265000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4515181000, 1.1967710000, 0.4931509000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:22 AM
(-0.4542868000, 1.1961900000, 0.4944877000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4583693000, 1.1948830000, 0.4952520000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4616118000, 1.1949640000, 0.4959029000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4671790000, 1.1940280000, 0.4965796000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4719669000, 1.1928100000, 0.4961906000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4776818000, 1.1923360000, 0.4960531000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4825280000, 1.1915770000, 0.4959698000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4847941000, 1.1902300000, 0.4973376000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4860067000, 1.1896380000, 0.4986261000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4858746000, 1.1888010000, 0.5005235000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:23 AM
(-0.4855903000, 1.1881160000, 0.5020641000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4853642000, 1.1878430000, 0.5034103000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4857347000, 1.1874550000, 0.5045531000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4862177000, 1.1866840000, 0.5056889000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4861700000, 1.1867470000, 0.5064269000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4854196000, 1.1861710000, 0.5061348000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4852497000, 1.1873970000, 0.5056396000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4848544000, 1.1876390000, 0.5045719000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4840122000, 1.1876760000, 0.5031372000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4837982000, 1.1880190000, 0.5026855000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:24 AM
(-0.4838010000, 1.1879740000, 0.5028041000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4839060000, 1.1885620000, 0.5021670000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4841350000, 1.1878830000, 0.5028083000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4838110000, 1.1879590000, 0.5030975000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4843787000, 1.1878590000, 0.5026818000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4846096000, 1.1877250000, 0.5028221000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4842636000, 1.1879440000, 0.5028171000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4842289000, 1.1879120000, 0.5023412000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4841130000, 1.1877000000, 0.5023726000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4840879000, 1.1881300000, 0.5019415000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:25 AM
(-0.4840731000, 1.1882770000, 0.5022295000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4843933000, 1.1877460000, 0.5018494000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4849086000, 1.1875360000, 0.5011857000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4852234000, 1.1885050000, 0.5008944000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4845146000, 1.1886020000, 0.5012032000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4846884000, 1.1882840000, 0.5015594000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4847838000, 1.1872260000, 0.5027739000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4850029000, 1.1871290000, 0.5025535000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4852982000, 1.1871550000, 0.5025136000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4848611000, 1.1876230000, 0.5024497000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:26 AM
(-0.4849503000, 1.1877980000, 0.5019635000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4847638000, 1.1877450000, 0.5018060000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4848852000, 1.1877230000, 0.5015975000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4850632000, 1.1879930000, 0.5014839000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4849648000, 1.1876310000, 0.5019423000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4849837000, 1.1875090000, 0.5021474000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4848678000, 1.1873080000, 0.5019763000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4849716000, 1.1876910000, 0.5022420000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4847746000, 1.1869950000, 0.5021168000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4849518000, 1.1868960000, 0.5016860000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:27 AM
(-0.4848173000, 1.1877890000, 0.5011874000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4844218000, 1.1878140000, 0.5016205000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4846677000, 1.1877450000, 0.5013543000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4845721000, 1.1874090000, 0.5015057000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4844632000, 1.1873350000, 0.5016780000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4842932000, 1.1875060000, 0.5015809000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4843791000, 1.1876260000, 0.5014449000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4843627000, 1.1871840000, 0.5021642000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4852781000, 1.1870540000, 0.5021092000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4848213000, 1.1873450000, 0.5015596000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:28 AM
(-0.4849273000, 1.1875640000, 0.5014318000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4845542000, 1.1874810000, 0.5013932000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4846779000, 1.1876100000, 0.5010710000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4848341000, 1.1875080000, 0.5013897000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4850044000, 1.1875520000, 0.5011645000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4851797000, 1.1875940000, 0.5011998000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4847726000, 1.1873840000, 0.5013716000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4846447000, 1.1871660000, 0.5017031000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4853317000, 1.1870690000, 0.5014918000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4851727000, 1.1877480000, 0.5014162000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:29 AM
(-0.4846322000, 1.1871090000, 0.5016270000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4849538000, 1.1871790000, 0.5012203000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4849564000, 1.1873040000, 0.5010241000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4849539000, 1.1873520000, 0.5010874000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4849285000, 1.1876900000, 0.5008085000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4854326000, 1.1871950000, 0.5009640000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4853620000, 1.1872530000, 0.5006815000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4854042000, 1.1874590000, 0.5008135000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4854994000, 1.1870610000, 0.5007233000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4855830000, 1.1871500000, 0.5007913000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:30 AM
(-0.4859211000, 1.1872500000, 0.5010932000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4849404000, 1.1873540000, 0.5009898000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4849994000, 1.1873430000, 0.5008097000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4850093000, 1.1869870000, 0.5008824000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4849309000, 1.1871380000, 0.5013177000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4848162000, 1.1878680000, 0.5005221000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4850287000, 1.1871600000, 0.5007167000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4849730000, 1.1868650000, 0.5012643000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4850050000, 1.1873810000, 0.5006062000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4849133000, 1.1873190000, 0.5007151000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:31 AM
(-0.4850096000, 1.1873890000, 0.5007637000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4849704000, 1.1877510000, 0.5006773000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4848405000, 1.1876690000, 0.5007613000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4845842000, 1.1871900000, 0.5011057000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4849254000, 1.1876670000, 0.4999737000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4848941000, 1.1875870000, 0.5001103000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4847938000, 1.1871450000, 0.5004234000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4849399000, 1.1876000000, 0.5000458000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4853193000, 1.1872890000, 0.5004152000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
